Flow Bytes/s,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Bwd Packets/s,Packet Length Variance,ACK Flag Count,Down/Up Ratio,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Seg Size Min,Idle Min
2.17E-05,0.003121956,0.000654446,0.000472228,0.001717925,-0.000538085,0.000187928,-8.58E-05,-0.000233451,-0.000939959,0.409066461,0.003557308,0.57183872,0.000353223
0.000314367,0.000245769,-9.43E-05,9.84E-05,0.000324535,-9.01E-05,0.000574944,4.42E-05,-1.23E-05,0.004516388,1.000414632,0.003209676,0.357178731,-0.000158614
8.93E-07,0.013157,0.002192833,0.003994304,0.007942392,0.000937108,2.07E-06,0.000196604,0,0,0.125015259,0.959060669,0.357142857,0
2.94E-08,0.051544675,0.017181558,0.042106114,0.051539658,2.04E-06,3.23E-07,1.22E-05,0,0.004219409,0.125015259,0.002166748,0.357142857,0
8.93E-08,0.976744683,0.040697696,0.194984316,0.491659042,0,1.07E-07,0.000812675,0,0.004219409,0.125015259,0.001953125,0.357142857,0.000242184
0.001065328,8.48E-06,-0.000572522,-0.00176426,0.057676485,-0.000512672,-0.000202956,0.000320198,0.000670617,4.36E-05,0.002820893,0.000433071,0.571679072,0.000484195
-0.000463765,0.003449947,-3.39E-05,0.001050363,0.001308402,-0.000461964,-0.000664622,0.000574264,0.000530311,0.0035969,0.409187492,0.003980702,0.570561901,0.000316149
0.000458563,0.016729042,0.037326799,0.027287159,0.01042835,0.000287127,9.07E-05,0.000350628,-0.000975616,0.004183974,0.12280519,0.119338942,0.357026768,0.000577941
-0.000691973,0.045046844,0.012092523,0.032884896,0.035910611,0.001086468,-0.000392371,0.000261232,0.99837259,0.003330191,0.002106009,0.004245041,0.571496641,0.000100623
0.00174495,0.460316299,0.011171071,-0.002730434,0.0126103,-0.0007131,0.002113861,-0.00203225,0.014616467,0.001264939,-0.000129043,0.584984111,0.366788341,0.00326746
-6.22E-05,0.971959761,0.071000731,0.068471729,0.008802197,0.000414236,0.001339634,0.000923441,-0.000214869,0.003607036,0.124421434,0.964654921,0.356623337,0.000651191
5.79E-06,0.003659483,0.000174261,0.000643897,0.001923283,9.17E-08,2.50E-05,8.00E-05,0,0.004219409,0.410217285,0.00352478,0.571428571,0
3.51E-07,0.03302845,0.004128556,0.003934445,0.008977875,0.001694542,1.02E-06,0.000170012,0,0.004219409,0.125015259,0.959060669,0.357142857,0
5.65E-07,0.021886083,0.00273576,0.00422451,0.007942983,0.000897483,1.45E-06,0.000166087,0,0,0.125015259,0.954727173,0.357142857,0
2.53E-08,0.986387317,0.070456233,0.25045658,0.492294383,8.33E-09,6.33E-08,0.000247832,0,0,0.125015259,0.0027771,0.357142857,0.000241628
1.63E-07,0.001188317,0.000297079,0.000602468,0.00090495,1.94E-06,5.70E-07,0.000178321,1,0.004219409,0.003356934,0.003448486,0.571428571,0
0.0007296,0.100696672,0.027784253,-0.000522794,0.056450038,0.262357248,0.000921748,0.000416306,9.74E-06,0.003132512,0.41051626,0.003848269,0.572591486,-0.000509526
0.001776,0.447350754,0.001346779,0.027157295,-0.001020367,0.000382096,0.00052493,-0.000629997,-0.016503014,0.004119358,0.008176995,0.008117572,0.152039254,0.003107802
1.18E-08,0.525833333,0.131666667,0.370283019,0.524166667,2.48E-06,3.96E-08,0.00016948,1,0.004219409,0.003631592,0.003448486,0.571428571,0.000262155
-0.00077711,-0.00027629,0.000528384,0.000607811,0.000604694,-0.000268188,0.000162543,0.000745769,0.000124688,0.003447844,0.12507078,0.003465127,0.357102767,-0.000578909
4.21E-07,0.010787792,0.00359593,0.008793855,0.010771608,4.67E-07,1.54E-06,0.000222588,0,0.004219409,0.125015259,0.003234863,0.357142857,0
0.000972588,0.015159419,0.009894865,0.032399293,0.00077388,-0.00121642,0.001216968,-0.001228476,0.010295478,0.000564137,0.125171369,0.015181283,0.156991228,-0.000653695
0.001420086,-0.000185329,0.000749703,0.000184936,0.000909166,6.18E-06,0.000922737,-0.000480552,0.001729124,0.0045088,0.000117532,0.001282268,0.142598112,0.000233046
-0.000397746,-0.000868531,0.000578546,0.000115124,1.60E-05,-0.000148652,0.000104437,0.000324157,-0.000129849,0.004422665,0.125102283,0.002947243,0.357371218,-0.000460526
-0.000132024,0.887373219,-0.000287967,-0.001208006,0.630989637,0.000565062,0.000200968,0.000230861,0.000701337,-0.000585608,0.409987346,-0.000312903,0.57127792,-0.00107374
3.05E-08,0.049586017,0.016528672,0.040506922,0.04958185,1.57E-06,3.36E-07,1.22E-05,0,0.004219409,0.125015259,0.002166748,0.357142857,0
1.34E-07,0.092663617,0.015443936,0.031484004,0.0578627,0.000880192,3.10E-07,0.000164654,0,0,0.125015259,0.959060669,0.357142857,2.83E-05
4.87E-07,0.009321592,0.003107197,0.007612561,0.009318958,1.67E-07,1.79E-06,0.000222588,0,0.004219409,0.125015259,0.003234863,0.357142857,0
4.39E-07,0.032797367,0.004685338,0.003911378,0.008419567,0.001418742,9.93E-07,0.000151487,0,0,0.125015259,0.955596924,0.357142857,0
9.86E-05,1.66E-05,-0.000665587,-0.000404465,-0.000471614,0.000237319,0.000511774,0.000319096,0.000192685,0.004084514,1.000078607,0.002950072,0.356826986,-0.000452711
0.000733164,0.003029878,7.40E-05,0.000662711,0.001731243,-4.65E-05,-5.33E-05,-0.001679349,-0.000678718,0.003807223,0.410015109,0.003196713,0.571374974,-0.000554436
1.36E-06,8.33E-09,8.33E-09,0,8.33E-09,8.33E-09,8.71E-06,4.18E-06,0,0.004219409,0,0,0.142857143,0
0.000656552,4.47E-06,4.47E-06,0,4.47E-06,4.47E-06,0.000935454,0.000215837,0,0,1,0.500015259,0.357142857,0
5.75E-07,0.021613817,0.003602303,0.005451794,0.00881575,0.000171692,1.34E-06,0.000169903,0,0,0.125015259,0.95930481,0.357142857,0
-0.000247692,-0.000146095,0.00066023,0.00051629,0.000306602,-6.36E-05,-0.000285566,0.000182467,0.000135576,0.004277868,0.124859388,0.003719629,0.356638506,-0.000556607
0.000331829,0.093497489,0.032732422,0.022627367,0.0412114,0.001013327,-0.000146735,0.001431326,0.000308906,0.00401502,0.41000391,0.004383587,0.572012736,-0.000958699
1.61E-07,0.001114108,0.000278527,0.000441808,0.0006335,2.26E-06,5.78E-07,0.000175447,1,0.004219409,0.003631592,0.003448486,0.571428571,0
0.000217644,0.093375845,0.0267549,0.028807212,0.087815372,-0.000175637,-0.000297923,0.000704948,0.00012528,0.003669502,0.12515014,0.963416505,0.356928302,-0.000110979
-0.000365793,0.002894718,0.001069495,0.000234961,0.002725792,0.000443099,0.000306503,-9.28E-05,0.000383466,0.001296748,0.409530982,0.002913559,0.571931004,-0.000392717
6.12E-07,0.020242,0.0020242,0.003882264,0.009605117,0.000659792,2.23E-06,0.000164654,0,0.004219409,0.125015259,0.959060669,0.357142857,0
8.53E-05,0.095656535,0.033409575,0.043673419,0.059419267,0.000653696,0.000487427,0.001429957,0.000252678,0.003782748,0.409514666,0.00397375,0.572297823,-0.000224236
7.13E-06,0.002962758,0.000148138,0.000410846,0.000999542,5.83E-08,2.95E-05,8.14E-05,0,0,0.410217285,0.00352478,0.571428571,0
-0.000376661,0.003641633,0.000640202,0.001253906,0.000410734,-0.000375847,0.000108006,0.000536087,0.000259067,-7.75E-05,0.409619453,0.003932241,0.572179903,0.000708897
7.24E-05,7.34E-05,7.34E-05,0,7.34E-05,7.34E-05,0.000105988,0.000212849,0,0,1,0.500015259,0.357142857,0
0.00022706,0.01303607,0.004383063,0.009510575,0.012526052,0.000477559,0.000138695,0.000292492,0.000441224,0.003869137,0.125569179,0.00307643,0.357478034,2.14E-06
-0.000642044,0.093021337,0.034878606,0.034252982,0.057875217,0.00071648,-0.000755686,0.000613613,-0.002572402,0.00422556,0.410404876,0.003452573,0.571583053,0.000902648
7.55E-07,0.015322242,0.002553707,0.003758962,0.0079429,0.001234425,1.76E-06,0.000185607,0,0,0.125015259,0.959365845,0.357142857,0
7.75E-05,0,0,0,0,0,0.000636132,5.04E-07,0,0.004219409,0,0,0.142857143,0
9.82E-05,0.01689494,0.011273086,0.027692588,-7.84E-05,-0.002074449,0.002694711,0.003334805,1.045261225,0.00082139,-0.012319865,0.018333331,0.36027744,0.000807492
2.27E-07,0.00019315,9.66E-05,0.00018208,0.000187558,5.59E-06,4.78E-07,0.000196172,1,0,0.003631592,0.003234863,0.571428571,0
0.000772769,0.040912469,0.012541455,0.023326172,0.03455658,0.001330163,0.001302379,4.36E-05,1.000724423,0.004486622,0.409454964,0.003717811,0.572231901,0.000192476
-0.000161893,0.93274316,0.001296205,0.188309215,0.001730184,-0.000578414,0.001044856,0.000318477,0.000697989,0.00380009,0.125322453,0.001195675,0.356320911,0.000302356
-0.000879051,1.22E-06,-0.000106063,0.000578147,-3.66E-05,-1.87E-05,0.000143625,0.00016898,-0.000141094,0.00434845,0.12470288,0.003092575,0.35700848,-0.000163583
0,0,0,0,0,0,0,0,1,0,0.966293335,0,0.357142857,0.000367032
1.95E-08,0.918133133,0.057383321,0.056479116,0.083441442,8.33E-09,7.33E-08,0.000209706,0,0,0.125015259,0.476272583,0.357142857,2.43E-05
0.000525509,6.08E-06,6.08E-06,0,6.08E-06,6.08E-06,0.000790514,0.000210482,0,0,1,0.500015259,0.357142857,0
0.000227697,0.01176696,0.003920094,0.008527149,0.010614925,-0.000214094,-0.000353272,0.000154426,4.28E-05,0.004041039,0.125707501,0.003298897,0.356911291,-0.000148961
5.29E-07,0.003974492,0.001324831,2.01E-05,0.001340675,0.001313167,4.19E-06,5.41E-06,0,0,0.125015259,1.53E-05,0.357142857,0
1.69E-07,0.000275983,0.000137992,9.10E-05,0.000183467,9.25E-05,3.51E-07,0.000198061,1,0,0.003631592,0.003234863,0.571428571,0
2.04E-08,0.975712833,0.088701167,0.27762533,0.486784425,1.33E-07,5.12E-08,0.000284707,0,0,0.125015259,0.002700806,0.357142857,0.000241597
6.82E-09,0.919660217,0.070743092,0.044376984,0.083593775,2.62E-05,6.05E-08,6.91E-05,0,0,0.125015259,0.001831055,0.357142857,4.13E-05
5.20E-07,0.008736325,0.002912108,0.007134058,0.008733417,4.33E-07,1.91E-06,0.000222588,0,0.004219409,0.125015259,0.003234863,0.357142857,0
0.001592662,-0.002431539,0.000318615,0.001153062,0.01421594,-0.000499378,0.000206956,-0.001146842,0.812580505,-0.001397911,-0.032114229,0.002487567,0.35936305,0.002788002
-0.000387153,0.000449374,0.000711504,0.000630208,0.000113414,-0.000102688,0.000291522,-2.09E-06,0.000361626,0.003955884,0.12487705,0.003131058,0.35717073,8.80E-05
1.72E-07,0.000129208,6.46E-05,9.64E-05,0.000112758,1.65E-05,3.59E-07,0.00019731,1,0,0.003631592,0.003234863,0.571428571,0
5.43E-05,0,0,0,0,0,0.000521376,1.64E-07,0,0.004219409,0,0,0.142857143,0
1.17E-08,0.968652533,0.064576838,0.048769157,0.083557708,5.11E-06,6.88E-08,8.43E-05,0,0,0.125015259,0.004440308,0.357142857,2.51E-05
-0.000194156,0.060290545,0.450069717,-0.000976642,0.055333615,0.00130566,-0.000571699,0.000857833,0.002614153,-0.000694071,0.409088158,0.003734791,0.572039309,0.000304567
-0.000684362,2.57E-05,0.00052369,0.000667298,0.000236283,-0.00027013,-0.000248993,5.31E-05,0.000326372,0.004551577,0.124870564,0.002154426,0.357315335,0.000218118
6.82E-07,0.016592092,0.002765349,0.003627755,0.007943,0.00131685,1.59E-06,0.000194553,0,0,0.125015259,0.95930481,0.357142857,0
3.97E-06,0,0,0,0,0,3.81E-05,6.58E-07,0,0.004219409,0,0,0.142857143,0
6.19E-05,0.000454042,5.04E-05,0.000159485,0.000339208,8.33E-09,7.59E-05,0.000591971,0,0.004219409,0.125015259,0.00440979,0.357142857,0
2.80E-08,0.983333333,0.057788617,0.051436456,0.083333333,5.04E-06,7.63E-08,0.000139583,0,0,0.125015259,0.00453186,0.357142857,4.14E-05
0.001276931,-0.00564136,0.004491109,0.026744737,0.044183061,-0.000811876,0.001767509,-0.000838211,0.013365452,0.001560482,0.122829557,0.006326172,0.346567675,5.40E-05
-1.01E-05,-0.02945995,-0.001588438,-0.00048166,0.021617571,0.001356153,0.003238256,-0.002703894,-0.007871285,0.000968476,0.038285534,0.011397547,0.154345995,0.001602715
0.001094482,0.097378035,0.033392216,0.04192824,0.054950447,0.263961753,-0.001402759,0.000906994,0.002639143,0.004170703,0.409391102,0.004143044,0.570663164,-0.000817176
7.81E-05,0,0,0,0,0,0.000534759,2.01E-06,0,0.004219409,0,0,0.142857143,0
-0.000755202,0.040704394,0.439857006,0.377404217,0.525283828,0.25689336,-0.000193058,0.000155941,-0.000100204,6.85E-05,0.002764531,0.00387573,0.571428811,0.000364639
0.000698599,-0.001094461,0.028826533,-0.000779345,0.624771324,-0.000446244,0.000266716,-0.000164704,0.99785166,0.000763161,0.40907485,-0.00010363,0.571847636,-8.92E-05
5.15E-05,0.000631942,7.90E-05,0.000259808,0.000525933,8.33E-09,5.15E-05,0.000762562,0,0,0.125015259,0.000930786,0.357142857,0
0.000213031,0.002731128,-0.000588376,0.001023253,0.00180684,0.000501554,-0.000295388,-0.000113689,0.000678418,0.000401196,0.410634029,0.003053705,0.571130106,-0.000715869
-5.55E-07,0.002773376,-9.82E-05,0.000485191,0.001538778,-0.000463171,-0.000485404,-0.000749255,-0.000477134,0.004041223,0.410720436,0.003537806,0.570892767,4.21E-05
8.62E-05,0,0,0,0,0,0.000505561,3.33E-06,0,0.004219409,0,0,0.142857143,0
0,0,0,0,0,0,1.86E-06,0,0,0,0.125015259,0.125015259,0.357142857,0
3.51E-05,0.000155375,0.000155375,0,0.000155375,0.000155375,5.03E-05,0.000215176,0,0,1,0.500015259,0.357142857,0
0.003223634,-0.000349464,0.00160414,0.015451295,0.020570665,0.001720365,0.000576204,-0.001212016,0.632725027,0.00564093,0.097152679,0.315963276,0.362686494,0.003268925
1.28E-07,8.56E-05,4.28E-05,1.57E-05,5.06E-05,3.50E-05,2.72E-07,0.000194515,1,0,0.003631592,0.003234863,0.571428571,2.28E-05
1.17E-08,0.940492833,0.032430788,0.143087677,0.489223467,0,1.33E-07,5.81E-06,1,0.004219409,0.003952026,0.004943848,0.357142857,4.14E-05
0.000273389,0.00995279,0.002801728,0.007961922,0.009694919,0.000617331,6.06E-05,0.000164599,0.000286768,0.004148041,0.125378149,0.003196876,0.357098066,0.000127652
0.000321645,0.142137747,-3.68E-05,0.05464674,0.002230956,-0.000101815,2.96E-05,0.000253186,0.000864521,0.005176698,0.410056544,0.000447517,0.571281588,-0.000481747
3.30E-08,0.045841042,0.015280347,0.037447084,0.045836733,1.84E-06,3.64E-07,1.22E-05,0,0.004219409,0.125015259,0.002166748,0.357142857,0
6.69E-07,0.017045217,0.00284087,0.003553732,0.007945325,0.001680933,1.55E-06,0.000196604,0,0,0.125015259,0.959060669,0.357142857,0
0.000476313,5.03E-06,5.03E-06,0,5.03E-06,5.03E-06,0.000677048,0.000216127,0,0,1,0.500015259,0.357142857,0
1.80E-07,0.000242467,0.000121233,0.000238282,0.0002403,2.17E-06,3.78E-07,0.000196375,1,0,0.003356934,0.003234863,0.571428571,0
-3.32E-05,0.000676867,0.001577412,0.000642404,0.000866081,0.000793029,0.000852497,-0.000602181,0.0005109,-0.000419235,-0.000892399,-0.000163432,0.141252158,0.000401326
0.000129999,1.16E-05,-0.000243336,0.00017535,-0.000385288,0.000425764,-0.000863193,-4.18E-05,0.000169249,0.004340238,1.000436173,0.003561064,0.357244008,0.000120586
-9.60E-05,0.36545207,0.147684335,0.002298639,0.092451715,-0.000786165,-0.000171397,0.000635743,0.000379135,-0.000861345,0.125190737,-5.87E-05,0.357448514,9.32E-05
0.000202782,-0.001510142,0.000259115,-0.001157818,0.001094014,0.001027559,0.001240523,-0.000280479,-0.000608147,-0.00122106,-0.000781099,-0.000713182,0.142572205,-0.000469512
1.05E-06,0.011343267,0.001890544,0.004289751,0.008072742,0.0005617,2.45E-06,0.000194515,0,0,0.125015259,0.959365845,0.357142857,0
-0.00032333,0.003592309,-4.22E-05,0.00084552,0.002049758,-0.000161742,-6.86E-05,0.000979654,-8.16E-05,0.003582591,0.410373926,0.003159658,0.571452447,-0.000154115
-0.000325065,0.003970504,-0.000471363,0.000635589,0.002363453,-0.000715459,6.00E-05,3.46E-05,0.000924595,0.004978736,0.410035403,0.003170965,0.57076232,-0.001042507
7.03E-06,0.00300405,0.000150203,0.000449651,0.00101855,8.33E-08,2.91E-05,8.14E-05,0,0,0.410217285,0.00352478,0.571428571,0
1.69E-07,0.000549167,0.000274583,0.000543905,0.000546367,2.80E-06,3.65E-07,0.000192982,1,0,0.003356934,0.003234863,0.571428571,0
2.84E-05,0,0,0,0,0,0.000217108,1.48E-06,0,0.004219409,0,0,0.142857143,0
3.00E-06,7.52E-05,7.52E-05,0,7.52E-05,7.52E-05,2.06E-05,1.94E-06,0,0.004219409,0,0,0.142857143,0
0.000206877,0.014696668,0.004674781,0.011652897,0.013914119,4.03E-05,-0.000116535,0.00021107,0.000253179,0.00404489,0.125398068,0.003508548,0.357030514,0.000252374
0,0,0,0,0,0,0,0,1,0,0.954360962,0,0.357142857,0.000360492
3.15E-07,0.014403808,0.004801269,0.011763614,0.014400242,2.58E-07,1.16E-06,0.000222588,0,0.004219409,0.125015259,0.003234863,0.357142857,0
0.000451558,-0.00063397,0.001358606,0.000964205,0.000850256,-5.66E-05,0.000609727,0.000161141,1.002741829,0.003633494,0.000700979,0.000602593,0.142135349,-0.000107164
7.54E-05,0.002582977,-0.001235244,0.02329989,0.62002706,-0.000922232,-0.000269715,0.000423838,0.996799833,0.004234947,-0.00046772,0.004188656,0.358753523,-0.00017508
4.57E-05,0,0,0,0,0,0.000230734,6.29E-06,0,0.004219409,0,0,0.142857143,0
2.14E-05,0.031164442,0.000296804,0.00110181,0.006990217,0,1.38E-05,0.000820991,0,0.004219409,0.125015259,0.17539978,0.357142857,0
3.39E-06,0.000154583,0.000154583,0,0.000154583,0.000154583,2.16E-05,1.81E-06,0,0.004219409,0,0,0.142857143,0
0.002484186,0.005192237,0.007986918,0.029358727,0.001609919,-0.001106293,0.001036736,-0.000388973,-0.001339097,-6.15E-05,0.120673301,0.704704434,0.181096337,0.003038714
3.62E-07,0.012543817,0.004181272,0.010244236,0.01254045,1.67E-07,1.33E-06,0.000222588,0,0.004219409,0.125015259,0.003234863,0.357142857,0
0.000122687,-0.001085689,0.000314723,0.000912255,0.000488586,0.00091576,0.00092331,-0.000303655,0.000251984,0.003732017,0.000985774,0.0016385,0.142264278,5.69E-05
6.52E-07,0.017513392,0.002918899,0.003494986,0.007943342,0.001797275,1.51E-06,0.000196604,0,0,0.125015259,0.959060669,0.357142857,0
3.60E-07,0.0101525,0.002538125,1.57E-05,0.002553875,0.00253025,2.05E-06,7.75E-06,0,0,0.125015259,1.53E-05,0.357142857,0
0.000567139,5.90E-06,5.90E-06,0,5.90E-06,5.90E-06,0.000848896,0.000210873,0,0,1,0.500015259,0.357142857,0
0.000401278,-6.09E-05,0.00047486,0.000267088,0.000548133,2.08E-05,0.000540387,0.000111798,-0.000265478,0.004050382,0.125259719,0.002669358,0.357094454,5.13E-05
0.000196293,0.003674373,0.000400594,0.000449558,0.000249245,-4.37E-05,-0.000537711,6.89E-05,0.000864311,6.43E-05,0.409409554,0.002912097,0.57183709,-0.000246726
0.000450647,0.038991127,0.01625538,0.026073883,0.032802529,0.001345957,-0.000394339,0.001567325,0.998647785,0.003506636,0.409089193,0.003982838,0.572324188,-0.000341255
0.000329203,-0.001190385,0.000344095,-0.001212531,-0.00161143,3.33E-05,-0.000578924,0.001446265,-0.000199225,0.000500484,0.41008881,0.001190059,0.57217345,-0.001009531
8.68E-05,0.00293609,-0.000115644,0.000526121,0.001233585,0.000181082,0.000711938,-9.74E-05,0.001029988,-0.000177386,0.409365939,0.003399328,0.571799406,0.000312021
0.000464799,7.83E-06,7.83E-06,0,7.83E-06,7.83E-06,0.000684932,0.000212227,0,0,1,0.500015259,0.357142857,0
-0.000136468,-6.43E-05,0.000386998,8.01E-05,8.80E-05,-0.000513442,-5.63E-05,0.000186385,-3.62E-05,0.003619099,0.124753353,0.003072859,0.357284222,0.000362834
-0.00044746,0.003050243,-0.000360547,0.000382884,0.001940716,-0.000825051,-0.000545821,0.000158997,0.000443531,0.004600334,0.409860685,0.002154535,0.571003107,-0.000894806
-3.09E-05,-0.02667493,0.009216808,0.031288093,0.011561298,-0.001035854,-0.000657481,-0.001472123,0.008921318,-0.002392612,-0.013206378,0.004965316,0.345872277,0.00038146
6.84E-09,0.919623925,0.065687425,0.050308037,0.0837332,3.55E-06,6.79E-08,2.54E-05,0,0,0.125015259,0.014968872,0.357142857,4.11E-05
6.53E-07,0.017366308,0.002894385,0.003513749,0.007946033,0.001773392,1.52E-06,0.000194515,0,0,0.125015259,0.959365845,0.357142857,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.000234722
0,0,0,0,0,0,1.93E-06,0,0,0,0.125015259,0.125015259,0.357142857,0
0.00068026,0.102082222,0.012597694,0.034875804,0.037806729,0.000329865,-0.00026769,0.000342016,0.001469253,0.003764888,0.411193353,0.003971417,0.571138818,-0.000380296
0.000781333,0.907406348,0.032872326,0.04129826,0.043709413,-0.000161343,-0.000211915,0.000134909,0.00123286,0.004621251,0.4098541,0.003496714,0.572388401,-0.000323188
-8.60E-05,0.00299274,7.49E-05,0.00124306,0.000805246,0.000335763,0.000911437,-0.000254752,-0.000153552,0.000697174,0.409059994,0.003400922,0.571645043,-1.61E-05
5.78E-07,0.020383483,0.002911926,0.003257596,0.007942767,0.001630233,1.51E-06,0.000186338,0,0.004219409,0.125015259,0.959060669,0.357142857,0
5.86E-05,0,0,0,0,0,0.000185805,3.08E-05,0,0.004219409,0,0,0.142857143,0
0.000501939,-0.000997644,0.001205969,0.000406243,0.001195704,0.000307517,0.000571176,7.59E-05,0.001171154,0.003157888,0.124777017,0.001794238,0.35732209,-1.26E-05
1.06E-08,0.958333333,0.068422808,0.045401904,0.084166667,9.68E-05,6.30E-08,7.10E-05,0,0,0.125015259,0.002700806,0.357142857,4.16E-05
0.000130994,0,0,0,0,0,0.001160093,6.58E-07,0,0.004219409,0,0,0.142857143,0
7.97E-07,0.014581042,0.002430174,0.003740705,0.007812458,0.001214392,1.85E-06,0.000196567,0,0,0.125015259,0.959121704,0.357142857,0
4.74E-07,0.009565642,0.003188547,0.007810807,0.009562075,2.00E-07,1.74E-06,0.000222588,0,0.004219409,0.125015259,0.003234863,0.357142857,0
3.39E-07,0.0133776,0.0044592,0.010925441,0.013374233,2.33E-07,1.25E-06,0.000222588,0,0.004219409,0.125015259,0.003234863,0.357142857,0
2.22E-07,0.005022025,0.001255506,0.001575149,0.002352183,0.000226567,4.99E-07,0.000172034,1,0.004219409,0.003356934,0.003234863,0.571428571,0
5.20E-06,0.00025375,0.00025375,0,0.00025375,0.00025375,3.13E-05,3.34E-06,0,0.004219409,0,0,0.142857143,0
0.000440773,4.53E-06,1.51E-06,2.18E-06,3.08E-06,8.33E-09,0.002453988,5.82E-05,0,0.004219409,0.125015259,0.002288818,0.357142857,0
4.64E-05,0.496271402,0.866926874,0.029100179,0.036192902,0.000251344,0.000171036,0.000517383,0.003145488,0.004390047,0.41117123,0.003935199,0.570960183,0.000872773
1.98E-06,8.33E-09,8.33E-09,0,8.33E-09,8.33E-09,1.22E-05,3.70E-06,0,0.004219409,0,0,0.142857143,0
-0.000486839,0.002851468,5.75E-05,-0.000153559,0.00142862,0.0003583,-4.51E-05,-0.00026199,0.000279881,-0.000112111,0.409629298,0.003330436,0.57143372,-0.000447615
0.001148463,0.427830432,0.010476049,0.00630946,0.005390336,0.00076725,-0.001653635,-0.002941602,0.003174049,0.003436452,0.116032617,0.005060387,0.364502318,0.002140984
-0.000762048,0.000142024,0.0003785,0.000413179,-9.06E-05,-0.000200487,0.000185286,0.000427464,-6.35E-06,0.004371993,0.125175564,0.00307447,0.357002174,-0.000201192
-0.000122274,0.003543413,-0.000211123,0.000552333,0.001304501,-0.001153327,-0.000563924,0.000303652,0.000589512,0.000210359,0.410017476,0.003369457,0.571709197,-0.000341662
1.43E-05,0.000746724,0.000761608,0.000926571,0.000936185,-0.000673526,0.000907233,-0.000462706,0.001743784,0.003036939,0.000503342,0.001122704,0.14183063,0.000655119
